,STCODE,FORMAT,SITE,REP,DURATION,SPECIES,TYPE,sptype,NIR_NUM,MESH,DATEOUT,IADW,IODW,DATEIN,FWW,FOW,LENGTH,IADW1,IODW1,IASH,FASH,IAFW,FAFW,PRM,PAFRM,KDW,KAFW,TYPE1,TIMEOUT,COMMENT,FLAG,MAP,AET,PET,MAT,N,C,Lig,Cel,WSE
5170,TD023,9,JRN,1,2,PIRE,L,PIREL,2356,1,11/29/1990,9.967,9.688,11/30/1992,9.19,8.75,NA,NA,NA,1.7,26.75,9.523,6.409,90.318,67.3,-0.051,-0.198,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5171,TD023,9,JRN,1,3,PIRE,L,PIREL,2352,1,11/29/1990,10.061,9.779,11/29/1993,10.947,5.935,NA,NA,NA,1.7,9.03,9.613,5.399,60.691,56.164,-0.166,-0.192,L,3,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5172,TD023,9,JRN,1,4,PIRE,L,PIREL,2348,1,11/29/1990,10,9.72,12/8/1994,NA,9.182,NA,NA,NA,1.7,12.43,9.555,8.041,94.465,84.155,-0.014,-0.043,L,4.02,TF,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5173,TD023,9,JRN,1,5,PIRE,L,PIREL,2344,1,11/29/1990,10.058,9.776,1/4/1996,4.82,4.49,NA,NA,NA,1.7,9.38,9.61,4.069,45.929,42.341,-0.153,-0.169,L,5.1,XF,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5174,TD023,9,JRN,1,6,PIRE,L,PIREL,2340,1,11/29/1990,10.019,9.738,12/10/1996,1.97,1.87,NA,NA,NA,1.7,30.43,9.572,1.301,19.203,13.592,-0.274,-0.331,L,6.03,X,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5175,TD023,9,JRN,1,7,PIRE,L,PIREL,2336,1,11/29/1990,9.98,9.701,12/5/1997,1.12,0.98,NA,NA,NA,1.7,25.16,9.536,0.733,10.102,7.687,-0.327,-0.366,L,7.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5176,TD023,9,JRN,2,1,PIRE,L,PIREL,2359,1,11/29/1990,10.044,9.763,12/5/1991,NA,9.09,NA,NA,NA,1.7,5.58,9.597,8.583,93.107,89.434,-0.07,-0.11,L,1.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5177,TD023,9,JRN,2,2,PIRE,L,PIREL,2355,1,11/29/1990,10.017,9.737,11/30/1992,8.26,7.76,NA,NA,NA,1.7,6.77,9.571,7.235,79.696,75.593,-0.113,-0.14,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5178,TD023,9,JRN,2,3,PIRE,L,PIREL,2351,1,11/29/1990,10.042,9.761,11/29/1993,13.079,6.675,NA,NA,NA,1.7,11.42,9.595,5.913,68.384,61.626,-0.127,-0.161,L,3,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5179,TD023,9,JRN,2,4,PIRE,L,PIREL,2347,1,11/29/1990,10.012,9.732,12/8/1994,NA,9.664,NA,NA,NA,1.7,20.17,9.567,7.715,99.301,80.642,-0.002,-0.053,L,4.02,TF,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5180,TD023,9,JRN,2,5,PIRE,L,PIREL,2343,1,11/29/1990,10.022,9.741,1/4/1996,2.13,1.95,NA,NA,NA,1.7,15.64,9.575,1.645,20.018,17.18,-0.316,-0.346,L,5.1,XFU,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5181,TD023,9,JRN,2,6,PIRE,L,PIREL,2339,1,11/29/1990,10.023,9.742,12/10/1996,7.63,7.12,NA,NA,NA,1.7,21.84,9.576,5.565,73.086,58.114,-0.052,-0.09,L,6.03,X,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5182,TD023,9,JRN,2,7,PIRE,L,PIREL,2335,1,11/29/1990,10.039,9.758,12/5/1997,1.28,1.19,NA,NA,NA,1.7,27.74,9.592,0.86,12.195,8.966,-0.3,-0.344,L,7.02,UX,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5183,TD023,9,JRN,2,10,PIRE,L,PIREL,2323,1,11/29/1990,10.045,9.764,12/5/2000,5.74,5.29,NA,NA,NA,1.7,20.61,9.598,4.2,54.179,43.759,-0.061,-0.083,L,10.02,X,X,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5184,TD023,9,JRN,3,1,PIRE,L,PIREL,2358,1,12/2/1990,10.083,9.801,12/5/1991,NA,8.94,NA,NA,NA,1.7,5.25,9.634,8.471,91.215,87.928,-0.091,-0.128,L,1.01,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5185,TD023,9,JRN,3,2,PIRE,L,PIREL,2354,1,12/2/1990,10.005,9.725,11/30/1992,10.06,9.46,NA,NA,NA,1.7,20.72,9.56,7.5,97.275,78.452,-0.014,-0.122,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5186,TD023,9,JRN,3,3,PIRE,L,PIREL,2350,1,12/2/1990,10.074,9.792,11/29/1993,12.098,6.936,NA,NA,NA,1.7,11.42,9.626,6.144,70.833,63.827,-0.115,-0.15,L,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5187,TD023,9,JRN,3,4,PIRE,L,PIREL,2346,1,12/2/1990,10.003,9.723,12/8/1994,NA,11.506,NA,NA,NA,1.7,17.39,9.558,9.505,118.338,99.445,0.042,-0.001,L,4.02,TF,X,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5188,TD023,9,JRN,3,5,PIRE,L,PIREL,2342,1,12/2/1990,9.966,9.687,1/4/1996,9.01,6.87,NA,NA,NA,1.7,15.45,9.522,5.809,70.92,61.006,-0.068,-0.097,L,5.09,UF,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5189,TD023,9,JRN,3,6,PIRE,L,PIREL,2338,1,12/2/1990,10.046,9.765,12/10/1996,3.13,2.96,NA,NA,NA,1.7,20.57,9.599,2.351,30.312,24.492,-0.198,-0.234,L,6.02,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5190,TD023,9,JRN,4,1,PIRE,L,PIREL,2357,1,12/2/1990,10.012,9.732,12/5/1991,NA,0.13,NA,NA,NA,1.7,9.39,9.567,0.118,1.336,1.233,-4.283,-4.363,L,1.01,,X,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5191,TD023,9,JRN,4,2,PIRE,L,PIREL,2353,1,12/2/1990,10.031,9.75,11/30/1992,8.92,8.45,NA,NA,NA,1.7,7.95,9.584,7.778,86.667,81.156,-0.072,-0.105,L,2,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5192,TD023,9,JRN,4,3,PIRE,L,PIREL,2349,1,12/2/1990,10.043,9.762,11/29/1993,11.477,5.611,NA,NA,NA,1.7,11.42,9.596,4.97,57.478,51.792,-0.185,-0.22,L,2.99,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5193,TD023,9,JRN,4,4,PIRE,L,PIREL,2345,1,12/2/1990,10.058,9.776,12/8/1994,NA,11.808,NA,NA,NA,1.7,15.23,9.61,10.01,120.786,104.162,0.047,0.01,L,4.02,TF,X,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5194,TD023,9,JRN,4,5,PIRE,L,PIREL,2341,1,12/2/1990,10.095,9.812,1/4/1996,1.01,1.09,NA,NA,NA,1.7,11.58,9.645,0.964,11.109,9.995,-0.432,-0.453,L,5.09,,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5195,TD023,9,JRN,4,6,PIRE,L,PIREL,2337,1,12/2/1990,10.05,9.769,12/10/1996,4.36,4.05,NA,NA,NA,1.7,36.57,9.603,2.569,41.458,26.752,-0.146,-0.219,L,6.02,X,,298.1111111,292.2666667,1665.977778,17.14754167,0.5875,53.41,19.176,44.58,20.604
5196,TD023,9,KBS,1,1,PIRE,L,PIREL,2400,1,12/5/1990,10.073,9.791,10/23/1991,20.3,9.24,NA,NA,NA,1.7,22.11,9.625,7.197,94.372,74.774,-0.066,-0.33,L,0.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5197,TD023,9,KBS,1,2,PIRE,L,PIREL,2396,1,12/5/1990,9.961,9.682,10/23/1992,34.3,13.17,NA,NA,NA,1.7,48.01,9.517,6.847,136.026,71.945,0.163,-0.175,L,1.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5198,TD023,9,KBS,1,3,PIRE,L,PIREL,2392,1,12/5/1990,9.981,9.702,11/4/1993,11.46,10.46,NA,NA,NA,1.7,38.18,9.537,6.466,107.813,67.799,0.026,-0.133,L,2.92,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5199,TD023,9,KBS,1,4,PIRE,L,PIREL,2388,1,12/5/1990,10.032,9.751,11/10/1994,17.9,4.98,NA,NA,NA,1.7,18.65,9.585,4.051,51.072,42.264,-0.171,-0.219,L,3.93,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5200,TD023,9,KBS,1,5,PIRE,L,PIREL,2384,1,12/5/1990,10.062,9.78,11/27/1995,NA,8.3,NA,NA,NA,1.7,16.57,9.614,6.925,84.867,72.03,-0.033,-0.066,L,4.98,F,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5201,TD023,9,KBS,1,6,PIRE,L,PIREL,2380,1,12/5/1990,10.048,9.767,11/16/1996,NA,7.44,NA,NA,NA,1.7,18.04,9.601,6.098,76.175,63.514,-0.046,-0.076,L,5.95,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5202,TD023,9,KBS,1,7,PIRE,L,PIREL,2376,1,12/5/1990,10.034,9.753,11/6/1997,16.83,3.36,NA,NA,NA,1.7,26.38,9.587,2.474,34.451,25.806,-0.154,-0.196,L,6.92,UX,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5203,TD023,9,KBS,1,8,PIRE,L,PIREL,2364,1,12/5/1990,10.062,9.78,11/2/1998,30.08,5.57,NA,NA,NA,1.7,23.37,9.614,4.268,56.953,44.394,-0.071,-0.103,L,7.91,UT,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5204,TD023,9,KBS,2,1,PIRE,L,PIREL,2399,1,12/5/1990,9.947,9.668,10/23/1991,22.68,9.44,NA,NA,NA,1.7,23.15,9.504,7.255,97.642,76.336,-0.027,-0.306,L,0.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5205,TD023,9,KBS,2,2,PIRE,L,PIREL,2395,1,12/5/1990,9.955,9.676,10/23/1992,29.09,24.57,NA,NA,NA,1.7,74.82,9.512,6.187,253.927,65.044,0.495,-0.228,L,1.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5206,TD023,9,KBS,2,3,PIRE,L,PIREL,2391,1,12/5/1990,9.957,9.678,11/4/1993,14.05,13.71,NA,NA,NA,1.7,43.72,9.513,7.716,141.662,81.11,0.119,-0.072,L,2.92,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5207,TD023,9,KBS,2,4,PIRE,L,PIREL,2387,1,12/5/1990,10.061,9.779,11/10/1994,21.02,12.01,NA,NA,NA,1.7,41.91,9.613,6.977,122.814,72.579,0.052,-0.082,L,3.93,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5208,TD023,9,KBS,2,5,PIRE,L,PIREL,2383,1,12/5/1990,9.996,9.716,11/27/1995,NA,11.72,NA,NA,NA,1.7,25.23,9.551,8.763,120.626,91.75,0.038,-0.017,L,4.98,F,X,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5209,TD023,9,KBS,2,6,PIRE,L,PIREL,2379,1,12/5/1990,10.02,9.739,11/16/1996,NA,8.77,NA,NA,NA,1.7,29.91,9.573,6.147,90.05,64.212,-0.018,-0.074,L,5.95,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5210,TD023,9,KBS,2,7,PIRE,L,PIREL,2375,1,12/5/1990,10.05,9.769,11/6/1997,30.49,7.64,NA,NA,NA,1.7,39.13,9.603,4.65,78.207,48.422,-0.036,-0.105,L,6.92,T,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5211,TD023,9,KBS,2,8,PIRE,L,PIREL,2363,1,12/5/1990,10.057,9.775,11/2/1998,8.03,4.74,NA,NA,NA,1.7,25.15,9.609,3.548,48.491,36.924,-0.092,-0.126,L,7.91,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5212,TD023,9,KBS,3,1,PIRE,L,PIREL,2398,1,12/5/1990,10.007,9.727,10/23/1991,24.77,9.72,NA,NA,NA,1.7,32.1,9.562,6.6,99.928,69.023,-0.001,-0.421,L,0.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5213,TD023,9,KBS,3,2,PIRE,L,PIREL,2394,1,12/5/1990,9.996,9.716,10/23/1992,40.24,29.24,NA,NA,NA,1.7,74.82,9.551,7.363,300.947,77.091,0.585,-0.138,L,1.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5214,TD023,9,KBS,3,3,PIRE,L,PIREL,2390,1,12/5/1990,9.971,9.692,11/4/1993,7.96,7.79,NA,NA,NA,1.7,26.91,9.527,5.694,80.376,59.767,-0.075,-0.177,L,2.92,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5215,TD023,9,KBS,3,4,PIRE,L,PIREL,2386,1,12/5/1990,9.981,9.702,11/10/1994,29.23,7.77,NA,NA,NA,1.7,35.4,9.537,5.019,80.087,52.627,-0.056,-0.163,L,3.93,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5216,TD023,9,KBS,3,5,PIRE,L,PIREL,2382,1,12/5/1990,10.074,9.792,11/27/1995,NA,10.09,NA,NA,NA,1.7,22.85,9.626,7.784,103.043,80.864,0.006,-0.043,L,4.98,F,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5217,TD023,9,KBS,3,6,PIRE,L,PIREL,2378,1,12/5/1990,10.058,9.776,11/16/1996,NA,9.28,NA,NA,NA,1.7,31.27,9.61,6.378,94.926,66.368,-0.009,-0.069,L,5.95,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5218,TD023,9,KBS,3,7,PIRE,L,PIREL,2374,1,12/5/1990,9.962,9.683,11/6/1997,25.19,8.9,NA,NA,NA,1.7,47.53,9.518,4.67,91.914,49.065,-0.012,-0.103,L,6.92,U,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5219,TD023,9,KBS,3,8,PIRE,L,PIREL,2362,1,12/5/1990,10.078,9.796,11/2/1998,14.56,9.1,NA,NA,NA,1.7,37.65,9.629,5.674,92.895,58.926,-0.009,-0.067,L,7.91,F,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5220,TD023,9,KBS,3,9,PIRE,L,PIREL,2370,1,12/5/1990,10.002,9.722,11/2/1999,7.6,5.75,NA,NA,NA,1.7,30,9.557,4.025,59.144,42.116,-0.059,-0.097,L,8.91,T,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5221,TD023,9,KBS,4,1,PIRE,L,PIREL,2397,1,12/5/1990,10,9.72,10/23/1991,23.82,10.3,NA,NA,NA,1.7,24.52,9.555,7.774,105.967,81.361,0.066,-0.234,L,0.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5222,TD023,9,KBS,4,2,PIRE,L,PIREL,2393,1,12/5/1990,9.982,9.703,10/23/1992,14.49,11.55,NA,NA,NA,1.7,48.01,9.538,6.005,119.035,62.959,0.093,-0.246,L,1.88,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5223,TD023,9,KBS,4,3,PIRE,L,PIREL,2389,1,12/5/1990,9.99,9.71,11/4/1993,6.6,6.47,NA,NA,NA,1.7,21.1,9.545,5.105,66.632,53.483,-0.139,-0.215,L,2.92,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5224,TD023,9,KBS,4,4,PIRE,L,PIREL,2385,1,12/5/1990,9.995,9.715,11/10/1994,13.94,8.23,NA,NA,NA,1.7,26.69,9.55,6.033,84.714,63.173,-0.042,-0.117,L,3.93,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5225,TD023,9,KBS,4,5,PIRE,L,PIREL,2369,1,12/5/1990,10.056,9.774,11/27/1995,NA,8.82,NA,NA,NA,1.7,16.56,9.608,7.359,90.239,76.592,-0.021,-0.054,L,4.98,F,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5226,TD023,9,KBS,4,6,PIRE,L,PIREL,2377,1,12/5/1990,10.057,9.775,11/16/1996,NA,6.16,NA,NA,NA,1.7,22.66,9.609,4.764,63.018,49.579,-0.078,-0.118,L,5.95,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5227,TD023,9,KBS,4,7,PIRE,L,PIREL,2373,1,12/5/1990,10,9.72,11/6/1997,30.67,6.97,NA,NA,NA,1.7,21.07,9.555,5.501,71.708,57.572,-0.048,-0.08,L,6.92,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5228,TD023,9,KBS,4,8,PIRE,L,PIREL,2361,1,12/5/1990,10.01,9.73,11/2/1998,11.78,6.33,NA,NA,NA,1.7,20.92,9.565,5.006,65.057,52.337,-0.054,-0.082,L,7.91,,,811.15,707.59,1007.43,8.838666667,0.5875,53.41,19.176,44.58,20.604
5229,TD023,9,KNZ,1,1,PIRE,L,PIREL,2140,1,10/19/1990,10.065,9.783,10/22/1991,9.68,8.57,NA,NA,NA,1.7,1.96,9.617,8.402,87.601,87.366,-0.131,-0.134,L,1.01,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5230,TD023,9,KNZ,1,2,PIRE,L,PIREL,2136,1,10/19/1990,9.996,9.716,10/27/1992,10.58,8.03,NA,NA,NA,1.7,3.28,9.551,7.767,82.647,81.321,-0.094,-0.102,L,2.02,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5231,TD023,9,KNZ,1,3,PIRE,L,PIREL,2132,1,10/19/1990,10.058,9.776,11/3/1993,7.43,6.18,NA,NA,NA,1.7,5.65,9.61,5.831,63.216,60.676,-0.151,-0.164,L,3.04,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5232,TD023,9,KNZ,1,4,PIRE,L,PIREL,2128,1,10/19/1990,10.081,9.799,11/3/1994,7.01,5.4,NA,NA,NA,1.7,9.11,9.632,4.908,55.108,50.955,-0.147,-0.167,L,4.04,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5233,TD023,9,KNZ,1,5,PIRE,L,PIREL,2124,1,10/19/1990,10.084,9.802,11/14/1995,6.94,5.66,NA,NA,NA,1.7,12.91,9.635,4.929,57.743,51.157,-0.108,-0.132,L,5.07,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5234,TD023,9,KNZ,1,6,PIRE,L,PIREL,2120,1,10/19/1990,10.027,9.746,12/6/1996,16.1,6.3,NA,NA,NA,1.7,28.21,9.58,4.523,64.642,47.213,-0.071,-0.122,L,6.13,F,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5235,TD023,9,KNZ,1,7,PIRE,L,PIREL,2116,1,10/19/1990,9.961,9.682,11/20/1997,10.22,4.74,NA,NA,NA,1.7,20.68,9.517,3.76,48.957,39.508,-0.101,-0.131,L,7.09,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5236,TD023,9,KNZ,1,8,PIRE,L,PIREL,2112,1,10/19/1990,10.021,9.74,11/23/1998,9.5,4.6,NA,NA,NA,1.7,34.04,9.574,3.034,47.228,31.69,-0.093,-0.142,L,8.1,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5237,TD023,9,KNZ,1,9,PIRE,L,PIREL,2108,1,10/19/1990,10.068,9.786,12/1/1999,6.1,4.2,NA,NA,NA,1.7,38.49,9.62,2.583,42.918,26.85,-0.093,-0.144,L,9.12,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5238,TD023,9,KNZ,2,1,PIRE,L,PIREL,2139,1,10/12/1990,10.063,9.781,10/22/1991,9.9,8.9,NA,NA,NA,1.7,1.92,9.615,8.729,90.993,90.785,-0.092,-0.094,L,1.03,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5239,TD023,9,KNZ,2,2,PIRE,L,PIREL,2135,1,10/12/1990,10.038,9.757,10/27/1992,10.09,8.09,NA,NA,NA,1.7,2.15,9.591,7.916,82.915,82.536,-0.092,-0.094,L,2.04,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5240,TD023,9,KNZ,2,3,PIRE,L,PIREL,2131,1,10/12/1990,9.933,9.655,11/3/1993,7.25,6.55,NA,NA,NA,1.7,5.79,9.491,6.171,67.84,65.019,-0.127,-0.141,L,3.06,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5241,TD023,9,KNZ,2,4,PIRE,L,PIREL,2127,1,10/12/1990,10.034,9.753,11/3/1994,7.53,5.76,NA,NA,NA,1.7,5.95,9.587,5.417,59.059,56.504,-0.13,-0.141,L,4.06,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5242,TD023,9,KNZ,2,5,PIRE,L,PIREL,2123,1,10/12/1990,10.015,9.735,11/14/1995,11.59,7.27,NA,NA,NA,1.7,4.56,9.57,6.938,74.679,72.497,-0.057,-0.063,L,5.09,T,X,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5243,TD023,9,KNZ,2,6,PIRE,L,PIREL,2119,1,10/12/1990,10.04,9.759,12/6/1996,14.55,5.46,NA,NA,NA,1.7,13.04,9.593,4.748,55.948,49.494,-0.094,-0.114,L,6.15,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5244,TD023,9,KNZ,2,7,PIRE,L,PIREL,2115,1,10/12/1990,10.063,9.781,11/20/1997,12.55,6.23,NA,NA,NA,1.7,21.6,9.615,4.884,63.695,50.796,-0.063,-0.095,L,7.11,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5245,TD023,9,KNZ,2,8,PIRE,L,PIREL,2111,1,10/12/1990,10.005,9.725,11/23/1998,17.3,8.3,NA,NA,NA,1.7,29.77,9.56,5.829,85.347,60.973,-0.02,-0.061,L,8.11,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5246,TD023,9,KNZ,2,9,PIRE,L,PIREL,2107,1,10/12/1990,10.007,9.727,12/1/1999,7.4,5.9,NA,NA,NA,1.7,30.48,9.562,4.102,60.656,42.899,-0.055,-0.093,L,9.14,T,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5247,TD023,9,KNZ,3,1,PIRE,L,PIREL,2138,1,10/5/1990,10.08,9.798,10/22/1991,9.99,9.05,NA,NA,NA,1.7,1.76,9.631,8.891,92.366,92.316,-0.076,-0.076,L,1.05,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5248,TD023,9,KNZ,3,2,PIRE,L,PIREL,2134,1,10/12/1990,10.058,9.776,10/27/1992,10.19,8.45,NA,NA,NA,1.7,2.92,9.61,8.203,86.436,85.359,-0.071,-0.078,L,2.04,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5249,TD023,9,KNZ,3,3,PIRE,L,PIREL,2130,1,10/12/1990,10.003,9.723,11/3/1993,7.06,6.34,NA,NA,NA,1.7,6.91,9.558,5.902,65.206,61.749,-0.14,-0.157,L,3.06,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5250,TD023,9,KNZ,3,6,PIRE,L,PIREL,2118,1,10/5/1990,10.066,9.784,12/6/1996,2.84,1.41,NA,NA,NA,1.7,47.75,9.618,0.737,14.411,7.663,-0.314,-0.416,L,6.17,X,X,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5251,TD023,9,KNZ,3,7,PIRE,L,PIREL,2114,1,10/12/1990,10.085,9.803,11/20/1997,12.7,8.34,NA,NA,NA,1.7,38.22,9.636,5.152,85.076,53.466,-0.023,-0.088,L,7.11,T,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5252,TD023,9,KNZ,3,8,PIRE,L,PIREL,2110,1,10/5/1990,9.985,9.705,11/23/1998,23.7,14.6,NA,NA,NA,1.7,44.3,9.54,8.132,150.438,85.241,0.05,-0.02,L,8.13,T,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5253,TD023,9,KNZ,4,1,PIRE,L,PIREL,2137,1,10/5/1990,10.03,9.749,10/22/1991,9.72,8.91,NA,NA,NA,1.7,1.78,9.583,8.751,91.394,91.318,-0.086,-0.087,L,1.05,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5254,TD023,9,KNZ,4,2,PIRE,L,PIREL,2133,1,10/5/1990,10.061,9.779,10/27/1992,10.59,7.94,NA,NA,NA,1.7,2.78,9.613,7.719,81.194,80.298,-0.101,-0.106,L,2.06,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5255,TD023,9,KNZ,4,3,PIRE,L,PIREL,2129,1,10/5/1990,10.015,9.735,11/3/1993,8.17,7.67,NA,NA,NA,1.7,5.06,9.57,7.282,78.788,76.092,-0.077,-0.089,L,3.08,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5256,TD023,9,KNZ,4,4,PIRE,L,PIREL,2125,1,10/5/1990,9.98,9.701,11/3/1994,8.07,6.2,NA,NA,NA,1.7,7.48,9.536,5.736,63.911,60.151,-0.11,-0.125,L,4.08,,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
5257,TD023,9,KNZ,4,7,PIRE,L,PIREL,2113,1,10/5/1990,10.034,9.753,11/20/1997,11.59,8.28,NA,NA,NA,1.7,62.48,9.587,3.107,84.897,32.408,-0.023,-0.158,L,7.13,X,,791.21,746.72,1250.01,12.57004167,0.5875,53.41,19.176,44.58,20.604
