Jar,Exp,plot,Ring,CO2,N,NoSp,NoGrp,MonoSp,MonoGrp,Time,DRR,CR
53,e141,23,1,Cenrich,Namb,16,4,,,46,0.002018487,0.1108667
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,46,0.000748507,0.0302417
55,e141,45,1,Cenrich,Namb,16,4,,,46,0.002461951,0.1461905
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,46,0.003102891,0.1792399
57,e141,51,1,Cenrich,Namb,16,4,,,46,0.004509943,0.3274467
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,46,0.000540665,0.0392636
59,e141,107,2,Camb,Namb,16,4,,,46,0.002900263,0.1866356
60,e141,175,3,Cenrich,Nenrich,16,4,,,46,0.003107059,0.1895292
61,e141,110,2,Camb,Nenrich,16,4,,,46,0.001228886,0.0500639
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,46,0.001423259,0.0959759
63,e141,179,3,Cenrich,Namb,16,4,,,46,0.002785228,0.1642533
64,e141,173,3,Cenrich,Namb,16,4,,,46,0.001383426,0.0671863
65,e141,180,3,Cenrich,Nenrich,16,4,,,46,0.004015889,0.256668
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,46,0.002112304,0.1262652
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,46,0.001353622,0.0779756
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,46,0.002138392,0.1292196
69,e141,201,4,Camb,Namb,16,4,,,46,0.002128467,0.1074918
70,e141,205,4,Camb,Nenrich,16,4,,,46,0.002442784,0.1403701
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,46,0.002901725,0.182651
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,46,0.001976863,0.0965984
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,46,0.001428014,0.0925255
74,e141,188,4,Camb,Namb,16,4,,,46,0.001766595,0.1082998
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,46,0.003182615,0.1892574
76,e141,236,4,Camb,Nenrich,16,4,,,46,0.004906073,0.2269932
77,e141,234,4,Camb,Nenrich,16,4,,,46,0.002533059,0.1777197
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,46,0.00296419,0.1904665
79,e141,283,5,Cenrich,Namb,16,4,,,46,0.00290729,0.1676639
80,e141,267,5,Cenrich,Nenrich,16,4,,,46,0.002330962,0.0849095
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,46,0.00127371,0.061075
82,e141,272,5,Cenrich,Namb,16,4,,,46,0.003603982,0.2213429
83,e141,275,5,Cenrich,Nenrich,16,4,,,46,0.008120588,0.5549867
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,46,0.001097982,0.0624406
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,46,0.00180858,0.1271027
86,e141,253,5,Cenrich,Nenrich,16,4,,,46,0.002179628,0.0935178
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,46,0.00433059,0.2409945
88,e141,147,3,Cenrich,Namb,16,4,,,46,0.001950749,0.0964869
89,e141,151,3,Cenrich,Nenrich,16,4,,,46,0.005476326,0.2783388
90,e141,301,5,Cenrich,Nenrich,16,4,,,46,0.003971384,0.2542388
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,46,0.002908718,0.140344
92,e141,344,6,Camb,Namb,16,4,,,46,0.002060845,0.1096827
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,46,0.002028651,0.1067165
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,46,0.003030311,0.1655009
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,46,0.001349095,0.0680353
96,e141,355,6,Camb,Namb,16,4,,,46,0.002389124,0.1404958
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,46,0.001648361,0.0807228
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,46,0.001686367,0.1072051
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,46,0.003082382,0.1871812
100,e141,321,6,Camb,Nenrich,16,4,,,46,0.004483897,0.2483142
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,46,0.003546184,0.181907
102,e141,311,6,Camb,Nenrich,16,4,,,46,0.002616433,0.1643422
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,46,0.001257015,0.0649312
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,46,0.001514699,0.0781836
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,46,0.000836503,0.0486833
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,46,0.00183907,0.0926095
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,46,0.001566577,0.0867933
108,e141,307,6,Camb,Nenrich,16,4,,,46,0.002770266,0.1849743
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,46,0.002563753,0.1348173
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,46,0.00103616,0.0415721
111,e141,354,6,Camb,Nenrich,16,4,,,46,0.002240269,0.1223975
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,46,0.000899749,0.0407048
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,74,0.001588144,0.1162855
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,74,0.001352745,0.1513035
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,74,0.00165293,0.1750789
4,e141,30,1,Cenrich,Nenrich,16,4,,,74,0.003208344,0.3940248
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,74,0.001942256,0.2094388
6,e141,184,4,Camb,Namb,16,4,,,74,0.001843174,0.2237287
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,74,0.000477249,0.0633073
8,e141,358,6,Camb,Namb,16,4,,,74,0.001405109,0.1741834
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,74,0.001298503,0.1188129
10,e141,43,1,Cenrich,Nenrich,16,4,,,74,0.002315337,0.2399032
11,e141,163,3,Cenrich,Namb,16,4,,,74,0.001161969,0.12798
12,e141,130,3,Cenrich,Nenrich,16,4,,,74,0.002516614,0.2749208
13,e141,52,1,Cenrich,Nenrich,16,4,,,74,0.00249634,0.2617273
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,74,0.001671932,0.185274
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,74,0.001332631,0.1758704
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,74,0.000992103,0.10993
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,74,0.001615064,0.1612346
18,e141,306,6,Camb,Namb,16,4,,,74,0.001910343,0.1828127
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,74,0.00095835,0.1063272
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,74,0.001567323,0.1636247
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,74,0.001963764,0.1972037
22,e141,222,4,Camb,Namb,16,4,,,74,0.00190356,0.175609
23,e141,270,5,Cenrich,Namb,16,4,,,74,0.002178738,0.2289308
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,74,0.002570216,0.3081842
25,e141,33,1,Cenrich,Namb,16,4,,,74,0.003017027,0.3312142
26,e141,104,2,Camb,Namb,16,4,,,74,0.002918681,0.2243839
27,e141,213,4,Camb,Nenrich,16,4,,,74,0.00266488,0.2841469
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,74,0.001077467,0.111841
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,74,NA,0.1064569
30,e141,67,2,Camb,Namb,16,4,,,74,0.001482577,0.1561154
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,74,0.001162222,0.1103371
32,e141,118,2,Camb,Nenrich,16,4,,,74,0.002292807,0.2220639
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,74,0.001313804,0.1574801
34,e141,250,5,Cenrich,Namb,16,4,,,74,0.002204014,0.2200555
35,e141,13,1,Cenrich,Nenrich,16,4,,,74,0.002416167,0.2644358
36,e141,69,2,Camb,Namb,16,4,,,74,0.002292332,0.2423951
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,74,0.001196112,0.1279002
38,e141,64,2,Camb,Nenrich,16,4,,,74,0.001189986,0.1462299
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,74,0.000474824,0.0483873
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,74,0.000798288,0.0798255
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,74,0.001836476,0.2118143
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,74,0.002832402,0.2337077
43,e141,108,2,Camb,Nenrich,16,4,,,74,0.002618253,0.2727945
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,74,0.001929696,0.2301455
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,74,0.001523644,0.1600447
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,74,0.002814602,0.2635731
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,74,0.00127954,0.1844546
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,74,0.00271492,0.2144622
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,74,0.001202656,0.1256613
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,74,0.001277084,0.1157894
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,74,0.001422619,0.1729189
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,74,0.000491818,0.0455804
53,e141,23,1,Cenrich,Namb,16,4,,,74,0.001767307,0.1637423
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,74,0.000634126,0.0495414
55,e141,45,1,Cenrich,Namb,16,4,,,74,0.002018477,0.2086948
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,74,0.001875326,0.2483212
57,e141,51,1,Cenrich,Namb,16,4,,,74,0.003430951,0.4380797
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,74,0.000765473,0.0576619
59,e141,107,2,Camb,Namb,16,4,,,74,0.002766639,0.2659054
60,e141,175,3,Cenrich,Nenrich,16,4,,,74,0.002207016,0.2634763
61,e141,110,2,Camb,Nenrich,16,4,,,74,NA,0.0851819
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,74,0.001618324,0.1386556
63,e141,179,3,Cenrich,Namb,16,4,,,74,0.002410597,0.2368075
64,e141,173,3,Cenrich,Namb,16,4,,,74,0.001163568,0.1027343
65,e141,180,3,Cenrich,Nenrich,16,4,,,74,0.00317711,0.3569506
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,74,0.001688546,0.1792653
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,74,0.001168894,0.1131984
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,74,0.00149084,0.179705
69,e141,201,4,Camb,Namb,16,4,,,74,0.001592501,0.1593174
70,e141,205,4,Camb,Nenrich,16,4,,,74,0.001827793,0.1998507
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,74,0.002603885,0.2595806
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,74,0.001279129,0.1418335
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,74,0.001567228,0.1345285
74,e141,188,4,Camb,Namb,16,4,,,74,0.001856537,0.1590686
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,74,0.002707254,0.2714779
76,e141,236,4,Camb,Nenrich,16,4,,,74,0.003545018,0.344628
77,e141,234,4,Camb,Nenrich,16,4,,,74,0.001475972,0.2333176
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,74,0.003105532,0.2755133
79,e141,283,5,Cenrich,Namb,16,4,,,74,0.002223891,0.2391588
80,e141,267,5,Cenrich,Nenrich,16,4,,,74,0.001620368,0.1398728
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,74,0.000624613,0.087327
82,e141,272,5,Cenrich,Namb,16,4,,,74,0.002880778,0.3117679
83,e141,275,5,Cenrich,Nenrich,16,4,,,74,0.005580418,0.7455307
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,74,0.000945798,0.0909775
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,74,0.000553607,0.1595458
86,e141,253,5,Cenrich,Nenrich,16,4,,,74,0.001672236,0.1471902
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,74,0.003178889,0.3455513
88,e141,147,3,Cenrich,Namb,16,4,,,74,NA,0.1440264
89,e141,151,3,Cenrich,Nenrich,16,4,,,74,0.00401703,0.4105162
90,e141,301,5,Cenrich,Nenrich,16,4,,,74,0.003096106,0.352746
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,74,0.002134707,0.2105649
92,e141,344,6,Camb,Namb,16,4,,,74,0.001511389,0.1594193
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,74,0.001263817,0.1524286
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,74,0.002217175,0.2385591
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,74,0.001248653,0.1043535
96,e141,355,6,Camb,Namb,16,4,,,74,0.002107507,0.2033079
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,74,0.000955617,0.1168321
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,74,0.001136363,0.1464483
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,74,0.002333696,0.2626319
100,e141,321,6,Camb,Nenrich,16,4,,,74,0.003093263,0.3536991
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,74,0.00280246,0.2704162
102,e141,311,6,Camb,Nenrich,16,4,,,74,0.001569491,0.2224216
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,74,0.000796619,0.0934519
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,74,0.000948804,0.1123897
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,74,0.000471896,0.0668185
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,74,0.001344632,0.1369341
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,74,0.001083059,0.1236465
108,e141,307,6,Camb,Nenrich,16,4,,,74,0.00217755,0.2539474
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,74,0.001851368,0.1962728
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,74,0.000250665,0.0591949
111,e141,354,6,Camb,Nenrich,16,4,,,74,0.001519449,0.1746731
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,74,0.000418926,0.0589259
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,152,0.001458812,0.2350521
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,152,0.000717773,0.2317362
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,152,0.000995449,0.2780369
4,e141,30,1,Cenrich,Nenrich,16,4,,,152,0.001721149,0.5855314
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,152,0.001480167,0.3426823
6,e141,184,4,Camb,Namb,16,4,,,152,0.001376395,0.3490585
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,152,0.000827446,0.1143656
8,e141,358,6,Camb,Namb,16,4,,,152,0.00038466,0.2434741
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,152,0.000587672,0.1920183
10,e141,43,1,Cenrich,Nenrich,16,4,,,152,0.001257861,0.3787292
11,e141,163,3,Cenrich,Namb,16,4,,,152,0.001132853,0.2174635
12,e141,130,3,Cenrich,Nenrich,16,4,,,152,0.001716383,0.4396075
13,e141,52,1,Cenrich,Nenrich,16,4,,,152,0.001375287,0.4121602
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,152,0.00135871,0.3033124
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,152,0.001106093,0.2708673
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,152,NA,0.179626
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,152,0.000519403,0.243931
18,e141,306,6,Camb,Namb,16,4,,,152,0.001223386,0.3046846
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,152,0.000743524,0.1725929
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,152,0.001065885,0.2660691
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,152,0.001055885,0.3145161
22,e141,222,4,Camb,Namb,16,4,,,152,0.000985234,0.2878128
23,e141,270,5,Cenrich,Namb,16,4,,,152,0.002141148,0.3973876
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,152,0.001283934,0.457853
25,e141,33,1,Cenrich,Namb,16,4,,,152,0.002530758,0.5473346
26,e141,104,2,Camb,Namb,16,4,,,152,0.001644701,0.4017188
27,e141,213,4,Camb,Nenrich,16,4,,,152,0.00174628,0.4557229
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,152,0.000762824,0.183455
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,152,0.00080872,0.1803734
30,e141,67,2,Camb,Namb,16,4,,,152,0.001965248,0.2908219
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,152,0.000759592,0.1850865
32,e141,118,2,Camb,Nenrich,16,4,,,152,0.002149508,0.3952425
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,152,0.00128577,0.2588494
34,e141,250,5,Cenrich,Namb,16,4,,,152,0.001479762,0.3633606
35,e141,13,1,Cenrich,Nenrich,16,4,,,152,0.001697466,0.4245082
36,e141,69,2,Camb,Namb,16,4,,,152,0.001507895,0.3902117
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,152,0.000468956,0.1924743
38,e141,64,2,Camb,Nenrich,16,4,,,152,0.001041676,0.2331906
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,152,0.000674066,0.0932936
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,152,0.000424133,0.1273128
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,152,0.000835098,0.315505
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,152,0.001500057,0.4020075
43,e141,108,2,Camb,Nenrich,16,4,,,152,0.001676396,0.4398149
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,152,0.001355959,0.3579992
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,152,0.001043669,0.2599299
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,152,0.001527635,0.4322768
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,152,0.00108592,0.2766107
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,152,0.001871148,0.392897
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,152,0.000572456,0.1945755
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,152,0.001109213,0.208771
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,152,0.00064035,0.2529836
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,152,0.000264713,0.0749716
53,e141,23,1,Cenrich,Namb,16,4,,,152,0.000942421,0.2690092
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,152,0.000935568,0.1109101
55,e141,45,1,Cenrich,Namb,16,4,,,152,0.001200775,0.3338368
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,152,0.001818362,0.3923465
57,e141,51,1,Cenrich,Namb,16,4,,,152,0.001685947,0.6367662
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,152,0.000658477,0.1131425
59,e141,107,2,Camb,Namb,16,4,,,152,0.001313186,0.4242919
60,e141,175,3,Cenrich,Nenrich,16,4,,,152,0.001662858,0.4141293
61,e141,110,2,Camb,Nenrich,16,4,,,152,0.001326694,0.1867812
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,152,0.00137912,0.2554363
63,e141,179,3,Cenrich,Namb,16,4,,,152,0.001990558,0.4082426
64,e141,173,3,Cenrich,Namb,16,4,,,152,0.000534013,0.1686252
65,e141,180,3,Cenrich,Nenrich,16,4,,,152,0.002489198,0.5775927
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,152,0.001300876,0.2956589
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,152,0.000836193,0.1912305
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,152,0.000914953,0.273243
69,e141,201,4,Camb,Namb,16,4,,,152,0.001151006,0.2660934
70,e141,205,4,Camb,Nenrich,16,4,,,152,0.001353216,0.3236728
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,152,0.001935851,0.4362962
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,152,0.001708953,0.2585836
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,152,0.000636299,0.2200006
74,e141,188,4,Camb,Namb,16,4,,,152,0.001065708,0.2726408
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,152,0.00206568,0.4573016
76,e141,236,4,Camb,Nenrich,16,4,,,152,0.002379182,0.5750889
77,e141,234,4,Camb,Nenrich,16,4,,,152,0.001644278,0.3550915
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,152,0.001841757,0.4678257
79,e141,283,5,Cenrich,Namb,16,4,,,152,0.001965563,0.4024183
80,e141,267,5,Cenrich,Nenrich,16,4,,,152,0.001274193,0.2525876
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,152,0.001168744,0.15754
82,e141,272,5,Cenrich,Namb,16,4,,,152,0.001740186,0.4914152
83,e141,275,5,Cenrich,Nenrich,16,4,,,152,0.003370723,1.0935203
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,152,0.000781147,0.158246
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,152,0.001292479,0.2319126
86,e141,253,5,Cenrich,Nenrich,16,4,,,152,0.001633388,0.2760901
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,152,NA,0.5966624
88,e141,147,3,Cenrich,Namb,16,4,,,152,0.000973994,0.2388004
89,e141,151,3,Cenrich,Nenrich,16,4,,,152,0.001834582,0.6376378
90,e141,301,5,Cenrich,Nenrich,16,4,,,152,0.001691081,0.5387438
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,152,0.001464475,0.3505979
92,e141,344,6,Camb,Namb,16,4,,,152,0.001107172,0.261341
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,152,0.000788099,0.2322155
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,152,0.000812172,0.3560012
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,152,0.000981388,0.1911915
96,e141,355,6,Camb,Namb,16,4,,,152,0.001553972,0.3458288
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,152,0.001083387,0.1964171
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,152,0.001292748,0.2412618
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,152,0.001573422,0.4146294
100,e141,321,6,Camb,Nenrich,16,4,,,152,0.002644502,0.5772476
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,152,0.001704126,0.4456239
102,e141,311,6,Camb,Nenrich,16,4,,,152,0.001301276,0.3342474
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,152,0.001103145,0.167696
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,152,0.000861416,0.1829446
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,152,0.000603513,0.1088253
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,152,0.001095307,0.231967
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,152,0.001278206,0.2158334
108,e141,307,6,Camb,Nenrich,16,4,,,152,0.002159421,0.4230802
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,152,0.001101537,0.3110611
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,152,0.0002735,0.0796487
111,e141,354,6,Camb,Nenrich,16,4,,,152,0.00082704,0.26584
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,152,0.000498659,0.0947516
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,168,0.00057507,0.2508813
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,168,0.00057631,0.2420182
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,168,0.00131277,0.2966614
4,e141,30,1,Cenrich,Nenrich,16,4,,,168,0.00179458,0.613694
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,168,0.0010665,0.3628488
6,e141,184,4,Camb,Namb,16,4,,,168,0.00141087,0.3713738
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,168,0.00042581,0.1241908
8,e141,358,6,Camb,Namb,16,4,,,168,0.00136255,0.2579408
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,168,0.00088758,0.2039703
10,e141,43,1,Cenrich,Nenrich,16,4,,,168,0.00133676,0.3995255
11,e141,163,3,Cenrich,Namb,16,4,,,168,0.00210543,0.243856
12,e141,130,3,Cenrich,Nenrich,16,4,,,168,0.00212807,0.470569
13,e141,52,1,Cenrich,Nenrich,16,4,,,168,0.00167133,0.4366812
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,168,0.00105635,0.3224817
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,168,0.00170019,0.2936147
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,168,0.00060284,0.1907311
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,168,0.00086163,0.2551504
18,e141,306,6,Camb,Namb,16,4,,,168,0.00157398,0.3272388
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,168,0.0008624,0.1854996
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,168,0.00142487,0.2861746
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,168,0.00197432,0.3392169
22,e141,222,4,Camb,Namb,16,4,,,168,0.00070263,0.3011745
