Date,Plot,CO2,Depth,HorizonNotes,Bulk Density,d13C (ä),d15N (ä),atom%15N,%C,%N,gC/m2,gN/m2,mg15N/m2,Data source,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,6,E,21-60 cm,,1.15,nd,nd,nd,0.25,0.015,1128.4,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,8,E,21-60 cm,,1.15,nd,nd,nd,0.35,0.015,1631.6,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,10,E,21-60 cm,,1.15,nd,nd,nd,0.22,0.015,1009.7,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,12,E,21-60 cm,,1.15,nd,nd,nd,0.41,0.015,1898.0,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,14,E,21-60 cm,,1.15,nd,nd,nd,0.19,0.015,873.1,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,16,E,21-60 cm,,1.15,nd,nd,nd,0.15,0.015,708.9,69.00,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,1,A,9-20 cm,,1.01,nd,nd,nd,0.23,0.015,254.4,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,3,A,9-20 cm,,1.01,nd,nd,nd,0.37,0.015,408.5,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,5,A,9-20 cm,,1.01,nd,nd,nd,0.38,0.015,420.5,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,7,A,9-20 cm,,1.01,nd,nd,nd,0.24,0.015,267.2,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,9,A,9-20 cm,,1.01,nd,nd,nd,0.27,0.015,301.1,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,11,A,9-20 cm,,1.01,nd,nd,nd,0.31,0.015,345.0,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,13,A,9-20 cm,,1.01,nd,nd,nd,0.19,0.015,210.1,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,15,A,9-20 cm,,1.01,nd,nd,nd,0.45,0.015,499.5,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,2,E,9-20 cm,,1.01,nd,nd,nd,0.25,0.015,274.4,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,4,E,9-20 cm,,1.01,nd,nd,nd,0.24,0.015,270.2,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,6,E,9-20 cm,,1.01,nd,nd,nd,0.14,0.015,154.7,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,8,E,9-20 cm,,1.01,nd,nd,nd,0.42,0.015,470.7,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,10,E,9-20 cm,,1.01,nd,nd,nd,0.22,0.015,239.8,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,12,E,9-20 cm,,1.01,nd,nd,nd,0.21,0.015,237.9,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,14,E,9-20 cm,,1.01,nd,nd,nd,0.57,0.015,636.8,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr-01,16,E,9-20 cm,,1.01,nd,nd,nd,0.25,0.015,280.7,16.67,,"Dale Johnson (Johnson et al. 2003, Ecological Applications); %N was apparently at the detection limit for the lab that ran these samples",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,1,A,0-10 cm,,0.83,-27.27,322.63,0.4821,3.54,0.09,2940.6,78.2,90.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,3,A,0-10 cm,,0.83,-27.58,302.24,0.4747,3.66,0.11,3041.0,89.3,96.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,5,A,0-10 cm,,0.83,-28.15,195.16,0.4359,2.16,0.06,1793.4,52.6,36.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,7,A,0-10 cm,,0.83,-28.13,282.85,0.4677,2.36,0.06,1955.8,50.2,50.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,9,A,0-10 cm,,0.83,-27.64,255.33,0.4577,2.65,0.09,2202.0,71.6,65.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,11,A,0-10 cm,,0.83,-27.89,464.49,0.5336,1.37,0.04,1134.0,29.8,49.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,13,A,0-10 cm,,0.83,-27.54,140.95,0.4162,2.83,0.09,2351.1,72.4,36.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,15,A,0-10 cm,,0.83,-27.71,132.25,0.4130,2.81,0.08,2334.9,65.6,30.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,2,E,0-10 cm,,0.83,-29.18,359.45,0.4955,2.26,0.07,1875.1,56.8,73.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,4,E,0-10 cm,,0.83,-29.11,179.29,0.4301,2.55,0.07,2117.4,56.5,36.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,6,E,0-10 cm,,0.83,-29.30,244.63,0.4538,1.72,0.04,1430.7,34.9,30.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,8,E,0-10 cm,,0.83,-30.77,275.08,0.4649,1.54,0.04,1278.5,37.1,36.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,10,E,0-10 cm,,0.83,-29.79,170.57,0.4269,1.42,0.04,1179.6,36.2,22.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,12,E,0-10 cm,,0.83,-29.24,166.17,0.4254,2.53,0.08,2097.9,68.7,40.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,14,E,0-10 cm,,0.83,-29.17,174.24,0.4283,4.07,0.12,3374.2,98.6,61.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-02,16,E,0-10 cm,,0.83,-29.37,109.38,0.4047,1.89,0.06,1569.6,46.9,18.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,0-10 cm,,0.83,-27.87835277,289.6194002,0.4702,4.240871175,0.170097277,3519.9,141.2,146.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,0-10 cm,,0.83,-28.25816296,251.3484946,0.4563,5.159233667,0.09509524,4282.2,78.9,71.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,0-10 cm,,0.83,-28.3821517,168.2266749,0.4261,3.48862804,0.09624243,2895.6,79.9,47.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,0-10 cm,,0.83,-28.37043416,217.4863514,0.4440,3.233338817,0.086460441,2683.7,71.8,55.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,0-10 cm,,0.83,-27.82097485,70.3729068,0.3905,3.026338732,0.134432986,2511.9,111.6,27.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,0-10 cm,,0.83,-27.91236457,194.0103261,0.4355,2.424856061,0.069962893,2012.6,58.1,40.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,0-10 cm,,0.83,-26.54082944,242.5765655,0.4531,3.846284896,0.16385463,3192.4,136.0,118.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,0-10 cm,,0.83,-27.91622901,139.9665877,0.4158,4.319404961,0.109109063,3585.1,90.6,44.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,0-10 cm,,0.83,-29.93111211,59.14515092,0.3865,2.735283762,0.100622088,2270.3,83.5,16.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,0-10 cm,,0.83,-29.36696533,99.92087627,0.4013,3.121856944,0.080814802,2591.1,67.1,23.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,0-10 cm,,0.83,-29.99510533,224.3832104,0.4465,4.321012679,0.101596458,3586.4,84.3,67.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,0-10 cm,,0.83,-29.70606931,211.4468824,0.4418,1.498740121,0.036964612,1244.0,30.7,23.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,0-10 cm,,0.83,-30.29571318,153.1538966,0.4206,2.259875811,0.065980644,1875.7,54.8,29.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,0-10 cm,,0.83,-30.51378114,110.9637586,0.4053,2.454920625,0.136994122,2037.6,113.7,44.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,0-10 cm,,0.83,-29.95440221,152.9641949,0.4206,4.22416959,0.117380881,3506.1,97.4,52.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,0-10 cm,,0.83,-29.69252073,204.4784677,0.4393,5.850853368,0.158984415,4856.2,132.0,96.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,10-30 cm,,1.01,-27.65812288,93.95743396,0.3991,0.57037835,0.013726003,1152.2,27.7,9.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,10-30 cm,,1.01,-27.77148429,107.9409473,0.4042,0.690593295,0.018641112,1395.0,37.7,14.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,10-30 cm,,1.01,-28.16971096,94.76119584,0.3994,0.369822257,0.009896713,747.0,20.0,6.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,10-30 cm,,1.01,-27.85789567,97.71620208,0.4005,0.503249122,0.010184933,1016.6,20.6,7.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,10-30 cm,,1.01,-27.40487624,46.85797136,0.3820,0.403358668,0.010448318,814.8,21.1,3.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,10-30 cm,,1.01,-27.43626019,94.99597704,0.3995,0.588317001,0.013087813,1188.4,26.4,8.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,10-30 cm,,1.01,-27.58545436,98.09520769,0.4006,0.633680522,0.016504794,1280.0,33.3,11.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,10-30 cm,,1.01,-27.38117849,77.86180181,0.3933,0.752920556,0.017318338,1520.9,35.0,9.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,10-30 cm,,1.01,-29.15049498,95.04952313,0.3995,0.665053863,0.015714051,1343.4,31.7,10.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,10-30 cm,,1.01,-28.19477059,90.17831168,0.3977,0.463841368,0.011202578,937.0,22.6,7.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,10-30 cm,,1.01,-28.72805254,106.5068217,0.4037,0.383554642,0.009845473,774.8,19.9,7.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,10-30 cm,,1.01,-29.28986548,93.44840633,0.3989,0.393501458,0.010012858,794.9,20.2,6.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,10-30 cm,,1.01,-29.2742351,78.12411454,0.3934,0.713313816,0.01789497,1440.9,36.1,9.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,10-30 cm,,1.01,-28.07483052,92.59672099,0.3986,0.935833248,0.02234796,1890.4,45.1,14.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,10-30 cm,,1.01,-28.11487443,61.88036868,0.3875,0.803054905,0.017577491,1622.2,35.5,7.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,10-30 cm,,1.01,-28.53394706,91.86041102,0.3984,0.565785812,0.014483119,1142.9,29.3,9.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,100-130 cm,Albic,1.41,-25.12669149,36.83649955,0.3784,0.274285539,0.009088059,1160.2,38.4,4.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,100-130 cm,,1.41,-25.82200561,20.61874468,0.3725,0.14359127,0.005420335,607.4,22.9,1.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,100-130 cm,,1.41,-26.69859547,26.79516935,0.3747,0.242285167,0.010079654,1024.9,42.6,3.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,100-130 cm,,1.41,-25.58710165,17.9838371,0.3715,0.117769557,0.005719465,498.2,24.2,1.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,100-130 cm,brown,1.41,-24.90053513,6.582382292,0.3674,0.098899404,0.003526194,418.3,14.9,0.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,100-130 cm,,1.41,-26.11592359,12.84583706,0.3696,0.154633815,0.005291054,654.1,22.4,0.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,100-130 cm,Albic,1.41,-26.44391694,62.94835968,0.3878,0.37242951,0.01074144,1575.4,45.4,9.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,100-130 cm,,1.41,-26.30925566,19.84889855,0.3722,0.750720118,0.015694124,3175.5,66.4,3.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,100-130 cm,Albic,1.41,-26.47167392,30.82092342,0.3762,0.156992718,0.004670255,664.1,19.8,1.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,100-130 cm,,1.41,-27.38317392,25.74412721,0.3743,0.324198276,0.008967752,1371.4,37.9,3.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,100-130 cm,,1.41,-26.69765377,23.06171134,0.3733,0.156024201,0.005357563,660.0,22.7,1.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,100-130 cm,,1.41,-26.93536734,17.73545054,0.3714,0.169114947,0.005682537,715.4,24.0,1.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,100-130 cm,,1.41,-26.26155377,21.17125454,0.3727,0.399277697,0.010371477,1688.9,43.9,2.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,100-130 cm,brown,1.41,-24.588598,6.19177298,0.3672,0.398548322,0.008846902,1685.9,37.4,0.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,100-130 cm,,1.41,-28.41283486,98.99747044,0.4009,0.463357014,0.009803717,1960.0,41.5,14.4,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,100-130 cm,,1.41,-26.28196166,23.21365533,0.3734,0.200660406,0.003689509,848.8,15.6,1.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,130-160 cm,spodic,1.41,-25.36557232,1.481830173,0.3655,0.676977846,0.015180943,2863.6,64.2,-0.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,130-160 cm,,1.41,-26.63884241,13.24684089,0.3698,0.361368424,0.007255494,1528.6,30.7,1.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,130-160 cm,,1.41,-26.05662762,17.61622547,0.3714,0.20523118,0.008213039,868.1,34.7,1.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,130-160 cm,,1.41,-26.32414693,32.50898597,0.3768,0.261815517,0.005962084,1107.5,25.2,2.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,130-160 cm,,1.41,-26.50379058,35.30160103,0.3778,0.442986803,0.009445678,1873.8,40.0,4.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,130-160 cm,,1.41,-25.81492218,13.66875328,0.3699,0.129368775,0.005304673,547.2,22.4,0.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,130-160 cm,brown at 140,1.41,-25.30612977,8.09577415,0.3679,0.462379017,0.006811467,1955.9,28.8,0.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,130-160 cm,,1.41,-25.91071278,20.55998144,0.3724,0.419520089,0.010836637,1774.6,45.8,2.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,130-160 cm,Spodic,1.41,-25.73733164,19.35348908,0.3720,0.397510743,0.008259719,1681.5,34.9,2.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,130-160 cm,,1.41,-25.61172652,20.03639307,0.3722,0.207034454,0.006475038,875.8,27.4,1.6,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,130-160 cm,,1.41,-26.38321734,15.48334504,0.3706,0.165907468,0.005476032,701.8,23.2,1.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,130-160 cm,,1.41,-26.35011489,22.07942528,0.3730,0.112239237,0.005163155,474.8,21.8,1.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,130-160 cm,,1.41,-27.03846806,48.37536291,0.3826,0.400225574,0.011581296,1693.0,49.0,8.0,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,12,E,130-160 cm,,1.41,-25.65048788,11.06792508,0.3690,0.297946007,0.008156723,1260.3,34.5,0.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,14,E,130-160 cm,Albic,1.41,-25.6906496,13.56880774,0.3699,1.561756821,0.037826155,6606.2,160.0,5.8,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,16,E,130-160 cm,Albic,1.41,-25.42793615,4.962054762,0.3668,3.81600853,0.068270665,16141.7,288.8,1.3,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,1,A,160-190 cm,,1.41,DNS,DNS,DNS,DNS,DNS,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,3,A,160-190 cm,,1.41,-26.90150888,52.06650526,0.3839,0.254003839,0.007918823,1074.4,33.5,5.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,5,A,160-190 cm,,1.41,-25.85685523,17.96464444,0.3715,0.19046857,0.006791334,805.7,28.7,1.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,7,A,160-190 cm,,1.41,-25.24259585,16.70148749,0.3710,0.122814819,0.005779439,519.5,24.4,1.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,9,A,160-190 cm,Albic,1.41,-26.02640029,14.27621819,0.3702,0.185542544,0.005816568,784.8,24.6,0.9,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,11,A,160-190 cm,Albic,1.41,-25.44472804,12.17515831,0.3694,0.106458584,0.003730475,450.3,15.8,0.5,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,13,A,160-190 cm,Spodic,1.41,-26.04041071,20.39119272,0.3724,0.53644183,0.018395805,2269.1,77.8,4.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,15,A,160-190 cm,Albic,1.41,-24.88269424,14.50863422,0.3702,0.152586075,0.003929275,645.4,16.6,0.7,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,2,E,160-190 cm,,1.41,DNS,DNS,DNS,DNS,DNS,,,,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,4,E,160-190 cm,,1.41,-25.47428251,19.78222656,0.3722,0.138554947,0.00492973,586.1,20.9,1.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,6,E,160-190 cm,,1.41,-26.07715873,27.87145651,0.3751,0.211316362,0.005670524,893.9,24.0,2.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,8,E,160-190 cm,,1.41,-27.47696424,94.62062329,0.3994,0.163974735,0.005890711,693.6,24.9,8.2,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul-07,10,E,160-190 cm,,1.41,-27.57643057,47.01387531,0.3821,0.252943785,0.007610547,1070.0,32.2,5.1,"Hungate, NAU lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
